Fecha,Producto,Cantidad Vendida,Precio
2023-09-12,Limpiavidrios,51,55
2023-09-12,Cables USB,37,45
2023-09-12,Cargadores,17,85
2023-09-12,Algodon,110,20
2023-09-12,Espejos,35,75
2023-09-12,Velas,62,30
2023-09-12,Guantes,80,55
2023-09-12,Cinta Adhesiva,69,20
2023-09-12,Enjuague Bucal,66,85
2023-09-13,Detergente,163,75
2023-09-13,Vitaminas,67,125
2023-09-13,Guantes de Limpieza,69,35
2023-09-13,Brochas,57,45
2023-09-13,Toallas de Papel,164,25
2023-09-13,Cloro,108,40
2023-09-13,Alcohol,58,30
2023-09-13,Trapeador,31,95
2023-09-13,Sombreros,26,85
2023-09-13,Enjuague Bucal,70,85
2023-09-13,Calcetines,204,35
2023-09-13,Perfume,25,180
2023-09-13,Condones,908,170
2023-09-13,Suavizante,71,65
2023-09-13,Cargadores,34,85
2023-09-13,Shampoo,872,100
2023-09-13,Paraguas,10,120
2023-09-13,Focos,84,35
2023-09-14,Cubeta,15,150
2023-09-14,Cepillo,184,50
2023-09-14,Focos,34,35
2023-09-14,Escoba,37,120
2023-09-14,Lapices,377,15
2023-09-14,Bufandas,63,65
2023-09-14,Cremas,310,120
2023-09-14,Toallas Femeninas,446,70
2023-09-14,Cortauñas,67,25
2023-09-14,Enjuague Bucal,122,85
2023-09-14,Cuadernos,176,45
2023-09-14,Repelente de Insectos,24,55
2023-09-14,Cables USB,21,45
2023-09-14,Cinta Adhesiva,105,20
2023-09-14,Aspirinas,90,35
2023-09-14,Calcetines,296,35
2023-09-14,Algodon,43,20
2023-09-14,Cloro,103,40
2023-09-14,Guantes de Limpieza,71,35
2023-09-14,Limpiavidrios,81,55
2023-09-14,Perfume,25,180
2023-09-14,Esponjas,160,15
2023-09-14,Detergente,267,75
2023-09-15,Enjuague Bucal,182,85
2023-09-15,Detergente,178,75
2023-09-15,Limpiavidrios,97,55
2023-09-15,Toallas de Papel,518,25
2023-09-15,Papel Higienico,227,35
2023-09-15,Repelente de Insectos,27,55
2023-09-15,Fosforos,82,8
2023-09-15,Pasta Dental,350,45
2023-09-15,Cinta Adhesiva,44,20
2023-09-15,Jabon,954,100
2023-09-15,Sombreros,41,85
2023-09-15,Velas,69,30
2023-09-15,Peines,86,35
2023-09-15,Cortauñas,83,25
2023-09-15,Cables USB,17,45
2023-09-16,Trapeador,36,95
2023-09-16,Peines,48,35
2023-09-16,Perfume,35,180
2023-09-16,Ambientador,100,65
2023-09-16,Cables USB,39,45
2023-09-16,Repelente de Insectos,36,55
2023-09-16,Lapices,177,15
2023-09-16,Escoba,20,120
2023-09-16,Guantes de Limpieza,23,35
2023-09-16,Toallas Femeninas,390,70
2023-09-16,Maquillaje,28,95
2023-09-16,Algodon,37,20
2023-09-16,Velas,40,30
2023-09-16,Sombreros,46,85
2023-09-17,Alcohol,92,30
2023-09-17,Cubeta,18,150
2023-09-17,Escoba,18,120
2023-09-17,Algodon,104,20
2023-09-17,Limpiavidrios,53,55
2023-09-17,Maquillaje,15,95
2023-09-17,Toallas de Papel,458,25
2023-09-18,Protectores Solares,34,95
2023-09-18,Cables USB,54,45
2023-09-18,Brochas,74,45
2023-09-18,Cuadernos,140,45
2023-09-18,Curitas,58,25
2023-09-18,Cargadores,17,85
2023-09-18,Servilletas,307,20
2023-09-18,Guantes de Limpieza,59,35
2023-09-18,Maquillaje,54,95
2023-09-18,Algodon,79,20
2023-09-19,Suavizante,169,65
2023-09-19,Alcohol,42,30
2023-09-19,Papel Higienico,377,35
2023-09-19,Curitas,93,25
2023-09-19,Aspirinas,68,35
2023-09-19,Sombreros,38,85
2023-09-19,Servilletas,295,20
2023-09-19,Cremas,276,120
2023-09-19,Mochilas,9,250
2023-09-19,Cortauñas,109,25
2023-09-19,Limpiavidrios,35,55
2023-09-19,Vitaminas,58,125
2023-09-19,Cinta Adhesiva,118,20
2023-09-19,Baterias,70,25
2023-09-20,Cuadernos,150,45
2023-09-20,Cepillo,127,50
2023-09-20,Desinfectante,74,45
2023-09-20,Curitas,107,25
2023-09-20,Cinta Adhesiva,135,20
2023-09-20,Enjuague Bucal,101,85
2023-09-20,Cables USB,53,45
2023-09-20,Cortauñas,62,25
2023-09-21,Desodorante,723,100
2023-09-21,Toallas Femeninas,270,70
2023-09-21,Focos,66,35
2023-09-21,Calcetines,147,35
2023-09-21,Bufandas,30,65
2023-09-21,Tijeras,43,55
2023-09-21,Pasta Dental,281,45
2023-09-21,Paraguas,27,120
2023-09-21,Algodon,98,20
2023-09-21,Cubeta,17,150
2023-09-21,Vitaminas,94,125
2023-09-21,Velas,49,30
2023-09-21,Jabon,699,100
2023-09-21,Esponjas,88,15
2023-09-21,Cortauñas,64,25
2023-09-21,Condones,803,170
2023-09-21,Trapeador,31,95
2023-09-21,Cloro,65,40
2023-09-21,Cepillo,58,50
2023-09-22,Alcohol,67,30
2023-09-22,Cinta Adhesiva,144,20
2023-09-22,Shampoo,405,100
2023-09-22,Peines,100,35
2023-09-22,Pasta Dental,123,45
2023-09-22,Cremas,170,120
2023-09-23,Alcohol,97,30
2023-09-23,Brochas,55,45
2023-09-23,Toallas de Papel,245,25
2023-09-23,Sombreros,30,85
2023-09-23,Escoba,48,120
2023-09-23,Aspirinas,83,35
2023-09-23,Baterias,108,25
2023-09-23,Algodon,31,20
2023-09-23,Perfume,11,180
2023-09-23,Cinta Adhesiva,120,20
2023-09-23,Desinfectante,113,45
2023-09-23,Detergente,224,75
2023-09-23,Guantes de Limpieza,77,35
2023-09-23,Cables USB,37,45
2023-09-23,Servilletas,255,20
2023-09-23,Toallas Femeninas,115,70
2023-09-23,Pasta Dental,251,45
2023-09-23,Focos,45,35
2023-09-23,Condones,698,170
2023-09-23,Vitaminas,94,125
2023-09-23,Cubeta,18,150
2023-09-23,Cloro,38,40
2023-09-23,Jabon,125,100
2023-09-23,Cremas,113,120
2023-09-23,Velas,35,30
2023-09-24,Cepillo,66,50
2023-09-24,Lapices,176,15
2023-09-24,Cortauñas,74,25
2023-09-24,Suavizante,74,65
2023-09-24,Vitaminas,61,125
2023-09-24,Toallas de Papel,592,25
2023-09-24,Repelente de Insectos,55,55
2023-09-24,Cloro,107,40
2023-09-24,Shampoo,606,100
2023-09-25,Guantes de Limpieza,59,35
2023-09-25,Cortauñas,86,25
2023-09-25,Algodon,42,20
2023-09-25,Limpiavidrios,57,55
2023-09-25,Baterias,140,25
2023-09-25,Condones,780,170
2023-09-25,Cubeta,25,150
2023-09-25,Fosforos,101,8
2023-09-25,Repelente de Insectos,33,55
2023-09-25,Cremas,111,120
2023-09-25,Mochilas,14,250
2023-09-25,Shampoo,735,100
2023-09-25,Enjuague Bucal,97,85
2023-09-26,Cepillo,270,50
2023-09-26,Focos,32,35
2023-09-26,Aspirinas,97,35
2023-09-26,Toallas Femeninas,403,70
2023-09-26,Tijeras,41,55
2023-09-26,Servilletas,232,20
2023-09-26,Paraguas,19,120
2023-09-26,Cables USB,55,45
2023-09-26,Ambientador,82,65
2023-09-26,Papel Higienico,681,35
2023-09-26,Maquillaje,32,95
2023-09-26,Pasta Dental,191,45
2023-09-26,Repelente de Insectos,53,55
2023-09-26,Velas,58,30
2023-09-26,Mochilas,7,250
2023-09-26,Desinfectante,102,45
2023-09-26,Peines,68,35
2023-09-26,Desodorante,196,100
2023-09-26,Jabon,548,100
2023-09-26,Espejos,26,75
2023-09-26,Fosforos,76,8
2023-09-26,Enjuague Bucal,195,85
2023-09-26,Cubeta,23,150
2023-09-27,Aspirinas,94,35
2023-09-27,Tijeras,17,55
2023-09-27,Cinta Adhesiva,146,20
2023-09-27,Toallas de Papel,253,25
2023-09-27,Toallas Femeninas,187,70
2023-09-27,Cuadernos,50,45
2023-09-27,Repelente de Insectos,23,55
2023-09-27,Velas,28,30
2023-09-27,Cargadores,35,85
2023-09-27,Suavizante,197,65
2023-09-27,Curitas,87,25
2023-09-27,Cloro,34,40
2023-09-27,Cortauñas,57,25
2023-09-28,Detergente,191,75
2023-09-28,Pasta Dental,197,45
2023-09-28,Cargadores,11,85
2023-09-28,Cepillo,249,50
2023-09-28,Esponjas,98,15
2023-09-28,Toallas de Papel,380,25
2023-09-28,Guantes,33,55
2023-09-28,Peines,42,35
2023-09-28,Lapices,246,15
2023-09-28,Mochilas,5,250
2023-09-28,Curitas,75,25
2023-09-28,Calcetines,253,35
2023-09-28,Algodon,69,20
2023-09-28,Cubeta,12,150
2023-09-28,Sombreros,32,85
2023-09-28,Desodorante,698,100
2023-09-29,Desodorante,103,100
2023-09-29,Ambientador,45,65
2023-09-29,Papel Higienico,511,35
2023-09-29,Repelente de Insectos,56,55
2023-09-29,Limpiavidrios,21,55
2023-09-29,Cloro,113,40
2023-09-29,Desinfectante,82,45
2023-09-29,Curitas,45,25
2023-09-29,Esponjas,75,15
2023-09-29,Peines,61,35
2023-09-29,Detergente,251,75
2023-09-29,Cortauñas,64,25
2023-09-29,Escoba,48,120
2023-09-29,Vitaminas,51,125
2023-09-29,Trapeador,33,95
2023-09-29,Focos,84,35
2023-09-29,Maquillaje,27,95
2023-09-29,Sombreros,28,85
2023-09-29,Lapices,117,15
2023-09-29,Cables USB,29,45
2023-09-29,Pasta Dental,270,45
2023-09-29,Cepillo,115,50
2023-09-29,Baterias,70,25
2023-09-29,Cinta Adhesiva,81,20
2023-09-30,Toallas Femeninas,401,70
2023-09-30,Focos,42,35
2023-09-30,Detergente,280,75
2023-09-30,Curitas,138,25
2023-09-30,Guantes de Limpieza,60,35
2023-09-30,Escoba,17,120
2023-09-30,Cuadernos,132,45
2023-09-30,Repelente de Insectos,41,55
2023-09-30,Trapeador,38,95
2023-09-30,Algodon,120,20
2023-09-30,Brochas,56,45
2023-09-30,Cepillo,298,50
2023-09-30,Desinfectante,111,45
2023-09-30,Guantes,29,55
2023-09-30,Aspirinas,140,35
2023-09-30,Protectores Solares,23,95
2023-09-30,Papel Higienico,633,35
2023-09-30,Pasta Dental,358,45
2023-09-30,Mochilas,17,250
2023-09-30,Cables USB,20,45
2023-09-30,Servilletas,497,20
2023-09-30,Maquillaje,54,95
2023-09-30,Suavizante,154,65
2023-10-01,Detergente,113,75
2023-10-01,Servilletas,151,20
2023-10-01,Mochilas,8,250
2023-10-01,Limpiavidrios,43,55
2023-10-02,Curitas,115,25
2023-10-02,Pasta Dental,138,45
2023-10-03,Cuadernos,93,45
2023-10-03,Mochilas,12,250
2023-10-03,Suavizante,144,65
2023-10-03,Peines,68,35
2023-10-03,Sombreros,31,85
2023-10-03,Ambientador,31,65
2023-10-03,Brochas,64,45
2023-10-03,Lapices,246,15
2023-10-03,Vitaminas,89,125
2023-10-03,Curitas,115,25
2023-10-03,Esponjas,51,15
2023-10-03,Escoba,24,120
2023-10-03,Focos,91,35
2023-10-03,Alcohol,58,30
2023-10-03,Guantes de Limpieza,49,35
2023-10-03,Servilletas,301,20
2023-10-03,Cloro,51,40
2023-10-03,Maquillaje,20,95
2023-10-03,Cinta Adhesiva,124,20
2023-10-03,Cubeta,16,150
2023-10-03,Cepillo,253,50
2023-10-03,Aspirinas,140,35
2023-10-03,Papel Higienico,574,35
2023-10-04,Mochilas,7,250
2023-10-04,Pasta Dental,92,45
2023-10-04,Velas,22,30
2023-10-04,Desodorante,693,100
2023-10-04,Limpiavidrios,35,55
2023-10-04,Ambientador,26,65
2023-10-04,Protectores Solares,75,95
2023-10-04,Cables USB,15,45
2023-10-04,Toallas de Papel,443,25
2023-10-04,Curitas,144,25
2023-10-04,Papel Higienico,679,35
2023-10-04,Condones,844,170
2023-10-04,Shampoo,290,100
2023-10-04,Alcohol,95,30
2023-10-04,Perfume,16,180
2023-10-04,Cloro,82,40
2023-10-04,Sombreros,22,85
2023-10-04,Baterias,69,25
2023-10-04,Peines,98,35
2023-10-04,Enjuague Bucal,187,85
2023-10-05,Brochas,47,45
2023-10-05,Ambientador,78,65
2023-10-05,Desodorante,404,100
2023-10-05,Escoba,20,120
2023-10-05,Paraguas,40,120
2023-10-05,Baterias,77,25
2023-10-05,Cortauñas,44,25
2023-10-05,Lapices,194,15
2023-10-05,Limpiavidrios,99,55
2023-10-05,Guantes de Limpieza,22,35
2023-10-05,Esponjas,163,15
2023-10-05,Desinfectante,42,45
2023-10-05,Trapeador,37,95
2023-10-06,Velas,50,30
2023-10-06,Guantes,39,55
2023-10-06,Guantes de Limpieza,42,35
2023-10-06,Shampoo,984,100
2023-10-06,Alcohol,53,30
2023-10-06,Cinta Adhesiva,119,20
2023-10-06,Espejos,33,75
2023-10-06,Protectores Solares,32,95
2023-10-06,Toallas Femeninas,345,70
2023-10-06,Algodon,38,20
2023-10-06,Baterias,96,25
2023-10-06,Mochilas,11,250
2023-10-06,Suavizante,101,65
2023-10-06,Cepillo,155,50
2023-10-06,Cargadores,15,85
2023-10-06,Maquillaje,40,95
2023-10-07,Bufandas,51,65
2023-10-07,Vitaminas,61,125
2023-10-07,Cinta Adhesiva,50,20
2023-10-07,Paraguas,27,120
2023-10-07,Toallas Femeninas,117,70
2023-10-07,Espejos,14,75
2023-10-07,Trapeador,30,95
2023-10-07,Fosforos,73,8
2023-10-07,Suavizante,108,65
2023-10-08,Curitas,133,25
2023-10-08,Alcohol,55,30
2023-10-08,Ambientador,34,65
2023-10-08,Tijeras,45,55
2023-10-08,Cargadores,20,85
2023-10-08,Cuadernos,155,45
2023-10-08,Guantes de Limpieza,40,35
2023-10-08,Velas,48,30
2023-10-08,Protectores Solares,36,95
2023-10-08,Maquillaje,15,95
2023-10-09,Cables USB,53,45
2023-10-09,Alcohol,65,30
2023-10-09,Cloro,87,40
2023-10-09,Pasta Dental,267,45
2023-10-09,Protectores Solares,53,95
2023-10-09,Jabon,532,100
2023-10-09,Focos,79,35
2023-10-09,Peines,48,35
2023-10-09,Maquillaje,15,95
2023-10-09,Detergente,95,75
2023-10-09,Mochilas,19,250
2023-10-09,Toallas de Papel,271,25
2023-10-09,Cargadores,28,85
2023-10-09,Lapices,308,15
2023-10-09,Paraguas,21,120
2023-10-09,Trapeador,56,95
2023-10-09,Escoba,33,120
2023-10-09,Guantes de Limpieza,49,35
2023-10-09,Repelente de Insectos,51,55
2023-10-09,Espejos,37,75
2023-10-09,Desodorante,944,100
2023-10-09,Perfume,19,180
2023-10-10,Calcetines,80,35
2023-10-10,Suavizante,124,65
2023-10-10,Cinta Adhesiva,96,20
2023-10-10,Servilletas,375,20
2023-10-10,Desodorante,320,100
2023-10-10,Ambientador,73,65
2023-10-10,Aspirinas,191,35
2023-10-10,Lapices,324,15
2023-10-11,Sombreros,26,85
2023-10-11,Peines,69,35
2023-10-11,Cortauñas,102,25
2023-10-11,Limpiavidrios,74,55
2023-10-11,Vitaminas,99,125
2023-10-11,Escoba,25,120
2023-10-12,Bufandas,67,65
2023-10-12,Vitaminas,53,125
2023-10-12,Servilletas,104,20
2023-10-12,Desinfectante,94,45
2023-10-12,Guantes,80,55
2023-10-12,Cortauñas,58,25
2023-10-13,Peines,96,35
2023-10-13,Fosforos,37,8
2023-10-14,Cortauñas,36,25
2023-10-14,Suavizante,124,65
2023-10-14,Detergente,73,75
2023-10-14,Calcetines,171,35
2023-10-14,Focos,51,35
2023-10-14,Vitaminas,68,125
2023-10-15,Baterias,63,25
2023-10-15,Fosforos,108,8
2023-10-15,Algodon,39,20
2023-10-15,Cuadernos,109,45
2023-10-15,Vitaminas,96,125
2023-10-15,Jabon,177,100
2023-10-15,Sombreros,57,85
2023-10-15,Repelente de Insectos,42,55
2023-10-15,Calcetines,175,35
2023-10-15,Detergente,179,75
2023-10-15,Alcohol,79,30
2023-10-15,Maquillaje,47,95
2023-10-15,Lapices,303,15
2023-10-15,Toallas Femeninas,128,70
2023-10-15,Bufandas,32,65
2023-10-15,Servilletas,109,20
2023-10-15,Paraguas,14,120
2023-10-15,Espejos,27,75
2023-10-15,Brochas,74,45
2023-10-15,Escoba,21,120
2023-10-15,Cloro,111,40
2023-10-15,Peines,29,35
2023-10-15,Ambientador,96,65
2023-10-16,Sombreros,26,85
2023-10-16,Escoba,31,120
2023-10-16,Cremas,116,120
2023-10-16,Condones,842,170
2023-10-16,Cuadernos,130,45
2023-10-16,Mochilas,8,250
2023-10-16,Suavizante,77,65
2023-10-16,Detergente,256,75
2023-10-16,Esponjas,70,15
2023-10-16,Brochas,72,45
2023-10-16,Cinta Adhesiva,76,20
2023-10-16,Desinfectante,95,45
2023-10-16,Baterias,149,25
2023-10-17,Toallas Femeninas,115,70
2023-10-17,Calcetines,186,35
2023-10-17,Pasta Dental,385,45
2023-10-18,Tijeras,25,55
2023-10-18,Ambientador,28,65
2023-10-18,Paraguas,10,120
2023-10-18,Peines,48,35
2023-10-18,Espejos,23,75
2023-10-18,Sombreros,60,85
2023-10-19,Trapeador,35,95
2023-10-19,Enjuague Bucal,173,85
2023-10-19,Pasta Dental,245,45
2023-10-19,Velas,59,30
2023-10-19,Cloro,134,40
2023-10-19,Cuadernos,94,45
2023-10-19,Esponjas,183,15
2023-10-19,Servilletas,350,20
2023-10-19,Escoba,45,120
2023-10-19,Cargadores,29,85
2023-10-19,Protectores Solares,38,95
2023-10-19,Bufandas,34,65
2023-10-19,Paraguas,35,120
2023-10-19,Algodon,75,20
2023-10-19,Sombreros,46,85
2023-10-19,Guantes de Limpieza,80,35
2023-10-19,Repelente de Insectos,33,55
2023-10-19,Limpiavidrios,67,55
2023-10-19,Perfume,27,180
2023-10-19,Cinta Adhesiva,89,20
2023-10-19,Detergente,113,75
2023-10-19,Curitas,115,25
2023-10-19,Toallas Femeninas,267,70
2023-10-19,Cremas,117,120
2023-10-20,Mochilas,6,250
2023-10-20,Maquillaje,45,95
2023-10-20,Vitaminas,100,125
2023-10-20,Enjuague Bucal,84,85
2023-10-20,Ambientador,95,65
2023-10-20,Brochas,20,45
2023-10-20,Condones,860,170
2023-10-20,Trapeador,28,95
2023-10-20,Detergente,229,75
2023-10-20,Peines,45,35
2023-10-20,Protectores Solares,53,95
2023-10-20,Perfume,13,180
2023-10-20,Cubeta,20,150
2023-10-20,Guantes,89,55
2023-10-21,Condones,672,170
2023-10-21,Toallas de Papel,538,25
2023-10-21,Cables USB,15,45
2023-10-21,Sombreros,42,85
2023-10-21,Papel Higienico,783,35
2023-10-21,Peines,32,35
2023-10-21,Cepillo,93,50
2023-10-21,Cargadores,25,85
2023-10-22,Maquillaje,50,95
2023-10-22,Alcohol,50,30
2023-10-22,Vitaminas,35,125
2023-10-22,Aspirinas,62,35
2023-10-22,Perfume,23,180
2023-10-22,Toallas Femeninas,396,70
2023-10-22,Curitas,65,25
2023-10-23,Repelente de Insectos,55,55
2023-10-23,Velas,34,30
2023-10-23,Cortauñas,54,25
2023-10-23,Enjuague Bucal,118,85
2023-10-23,Pasta Dental,292,45
2023-10-23,Perfume,37,180
2023-10-23,Detergente,257,75
2023-10-23,Desinfectante,74,45
2023-10-23,Fosforos,92,8
2023-10-23,Cinta Adhesiva,109,20
2023-10-23,Escoba,48,120
2023-10-23,Guantes,93,55
2023-10-23,Shampoo,411,100
2023-10-23,Protectores Solares,38,95
2023-10-23,Espejos,21,75
2023-10-23,Brochas,20,45
2023-10-23,Algodon,51,20
2023-10-23,Cloro,120,40
2023-10-23,Toallas Femeninas,371,70
2023-10-24,Cepillo,60,50
2023-10-24,Perfume,10,180
2023-10-24,Guantes,51,55
2023-10-24,Algodon,103,20
2023-10-24,Detergente,248,75
2023-10-24,Protectores Solares,32,95
2023-10-25,Jabon,545,100
2023-10-25,Velas,50,30
2023-10-25,Algodon,75,20
2023-10-25,Pasta Dental,112,45
2023-10-25,Perfume,20,180
2023-10-25,Curitas,142,25
2023-10-25,Vitaminas,93,125
2023-10-25,Calcetines,124,35
2023-10-25,Desinfectante,57,45
2023-10-25,Espejos,35,75
2023-10-25,Cables USB,40,45
2023-10-25,Guantes,48,55
2023-10-25,Baterias,93,25
2023-10-25,Trapeador,43,95
2023-10-25,Fosforos,74,8
2023-10-25,Maquillaje,51,95
2023-10-25,Desodorante,164,100
2023-10-25,Cepillo,135,50
2023-10-25,Shampoo,891,100
2023-10-26,Cables USB,38,45
2023-10-26,Cubeta,7,150
2023-10-26,Sombreros,34,85
2023-10-26,Maquillaje,39,95
2023-10-26,Condones,542,170
2023-10-26,Alcohol,57,30
2023-10-26,Esponjas,197,15
2023-10-26,Tijeras,47,55
2023-10-26,Brochas,46,45
2023-10-26,Perfume,11,180
2023-10-27,Ambientador,39,65
2023-10-27,Alcohol,25,30
2023-10-27,Fosforos,82,8
2023-10-27,Papel Higienico,602,35
2023-10-27,Algodon,107,20
2023-10-27,Guantes,84,55
2023-10-27,Guantes de Limpieza,31,35
2023-10-27,Desodorante,362,100
2023-10-28,Brochas,40,45
2023-10-28,Desinfectante,89,45
2023-10-28,Cloro,117,40
2023-10-28,Enjuague Bucal,154,85
2023-10-28,Guantes,82,55
2023-10-28,Protectores Solares,61,95
2023-10-28,Shampoo,366,100
2023-10-28,Guantes de Limpieza,63,35
2023-10-28,Lapices,308,15
2023-10-28,Espejos,40,75
2023-10-28,Toallas de Papel,465,25
2023-10-28,Calcetines,242,35
2023-10-28,Detergente,220,75
2023-10-28,Cubeta,21,150
2023-10-28,Maquillaje,18,95
2023-10-28,Sombreros,32,85
2023-10-28,Mochilas,19,250
2023-10-28,Fosforos,43,8
2023-10-28,Tijeras,17,55
2023-10-28,Ambientador,46,65
2023-10-28,Cuadernos,149,45
2023-10-28,Focos,34,35
2023-10-28,Perfume,26,180
2023-10-28,Repelente de Insectos,35,55
2023-10-29,Toallas Femeninas,498,70
2023-10-29,Vitaminas,78,125
2023-10-29,Detergente,152,75
2023-10-30,Suavizante,55,65
2023-10-30,Ambientador,34,65
2023-10-30,Esponjas,74,15
2023-10-30,Condones,615,170
2023-10-30,Mochilas,18,250
2023-10-30,Detergente,211,75
2023-10-30,Desodorante,347,100
2023-10-30,Cremas,213,120
2023-10-30,Repelente de Insectos,43,55
2023-10-30,Aspirinas,132,35
2023-10-30,Calcetines,252,35
2023-10-30,Cinta Adhesiva,53,20
2023-10-30,Desinfectante,115,45
2023-10-30,Curitas,59,25
2023-10-30,Vitaminas,74,125
2023-10-30,Cuadernos,137,45
2023-10-30,Sombreros,57,85
2023-10-30,Maquillaje,23,95
2023-10-30,Algodon,110,20
2023-10-30,Protectores Solares,72,95
2023-10-30,Pasta Dental,270,45
2023-10-30,Cubeta,10,150
2023-10-30,Fosforos,82,8
2023-10-31,Cuadernos,108,45
2023-10-31,Alcohol,42,30
2023-10-31,Paraguas,40,120
2023-10-31,Velas,59,30
2023-10-31,Protectores Solares,45,95
2023-10-31,Shampoo,713,100
2023-10-31,Mochilas,8,250
2023-10-31,Guantes de Limpieza,31,35
2023-10-31,Cloro,36,40
2023-10-31,Servilletas,297,20
2023-10-31,Espejos,16,75
2023-10-31,Cables USB,27,45
2023-10-31,Calcetines,249,35
2023-10-31,Cinta Adhesiva,76,20
2023-10-31,Brochas,27,45
2023-10-31,Limpiavidrios,24,55
2023-10-31,Ambientador,68,65
2023-10-31,Peines,66,35
2023-10-31,Toallas de Papel,422,25
2023-10-31,Perfume,22,180
2023-10-31,Baterias,94,25
2023-10-31,Cubeta,23,150
2023-11-01,Focos,95,35
2023-11-01,Fosforos,62,8
2023-11-01,Cepillo,220,50
2023-11-01,Peines,81,35
2023-11-01,Maquillaje,32,95
2023-11-01,Lapices,377,15
2023-11-01,Sombreros,35,85
2023-11-01,Ambientador,31,65
2023-11-01,Calcetines,189,35
2023-11-01,Aspirinas,63,35
2023-11-01,Cuadernos,97,45
2023-11-01,Shampoo,313,100
2023-11-01,Mochilas,13,250
2023-11-01,Enjuague Bucal,53,85
2023-11-01,Escoba,32,120
2023-11-01,Algodon,118,20
2023-11-01,Guantes,96,55
2023-11-01,Condones,911,170
2023-11-01,Cremas,207,120
2023-11-01,Paraguas,22,120
2023-11-01,Tijeras,32,55
2023-11-01,Toallas de Papel,270,25
2023-11-01,Bufandas,36,65
2023-11-01,Protectores Solares,38,95
2023-11-02,Condones,806,170
2023-11-02,Papel Higienico,208,35
2023-11-02,Cortauñas,78,25
2023-11-02,Esponjas,81,15
2023-11-02,Jabon,659,100
2023-11-02,Trapeador,55,95
2023-11-02,Cubeta,10,150
2023-11-02,Vitaminas,80,125
2023-11-02,Bufandas,78,65
2023-11-02,Servilletas,388,20
2023-11-03,Escoba,36,120
2023-11-03,Velas,40,30
2023-11-03,Suavizante,124,65
2023-11-03,Aspirinas,144,35
2023-11-04,Lapices,201,15
2023-11-04,Cepillo,252,50
2023-11-04,Cortauñas,55,25
2023-11-04,Cloro,137,40
2023-11-04,Ambientador,83,65
2023-11-04,Servilletas,123,20
2023-11-04,Velas,54,30
2023-11-04,Desinfectante,86,45
2023-11-04,Jabon,791,100
2023-11-04,Cargadores,29,85
2023-11-04,Cuadernos,151,45
2023-11-04,Cinta Adhesiva,73,20
2023-11-04,Guantes,84,55
2023-11-04,Focos,95,35
2023-11-04,Algodon,109,20
2023-11-04,Condones,911,170
2023-11-04,Esponjas,166,15
2023-11-04,Repelente de Insectos,33,55
2023-11-04,Baterias,114,25
2023-11-04,Fosforos,64,8
2023-11-04,Toallas de Papel,268,25
2023-11-04,Enjuague Bucal,124,85
2023-11-04,Cubeta,12,150
2023-11-05,Servilletas,439,20
2023-11-05,Ambientador,64,65
2023-11-05,Calcetines,291,35
2023-11-05,Shampoo,524,100
2023-11-05,Baterias,110,25
2023-11-05,Maquillaje,38,95
2023-11-06,Cuadernos,106,45
2023-11-06,Jabon,835,100
2023-11-06,Guantes,97,55
2023-11-06,Esponjas,125,15
2023-11-06,Detergente,255,75
2023-11-06,Bufandas,51,65
2023-11-06,Cargadores,31,85
2023-11-07,Papel Higienico,626,35
2023-11-07,Tijeras,36,55
2023-11-07,Fosforos,44,8
2023-11-07,Cargadores,37,85
2023-11-07,Cuadernos,51,45
2023-11-07,Enjuague Bucal,123,85
2023-11-07,Suavizante,41,65
2023-11-07,Cubeta,13,150
2023-11-07,Alcohol,76,30
2023-11-07,Toallas Femeninas,366,70
2023-11-07,Limpiavidrios,79,55
2023-11-07,Servilletas,135,20
2023-11-07,Curitas,123,25
2023-11-07,Esponjas,134,15
2023-11-07,Mochilas,8,250
2023-11-07,Perfume,32,180
2023-11-07,Maquillaje,21,95
2023-11-07,Shampoo,160,100
2023-11-07,Paraguas,17,120
2023-11-07,Calcetines,280,35
2023-11-07,Cremas,264,120
2023-11-07,Cepillo,213,50
2023-11-08,Guantes,35,55
2023-11-08,Cables USB,40,45
2023-11-08,Protectores Solares,40,95
2023-11-08,Brochas,47,45
2023-11-08,Sombreros,45,85
2023-11-08,Limpiavidrios,95,55
2023-11-08,Trapeador,32,95
2023-11-08,Suavizante,132,65
2023-11-08,Mochilas,7,250
2023-11-09,Esponjas,50,15
2023-11-09,Papel Higienico,621,35
2023-11-09,Aspirinas,90,35
2023-11-09,Focos,63,35
2023-11-09,Pasta Dental,193,45
2023-11-09,Desodorante,351,100
2023-11-09,Bufandas,22,65
2023-11-09,Velas,24,30
2023-11-09,Servilletas,155,20
2023-11-09,Baterias,149,25
2023-11-09,Brochas,36,45
2023-11-09,Toallas Femeninas,272,70
2023-11-09,Calcetines,298,35
2023-11-09,Cubeta,22,150
2023-11-09,Shampoo,147,100
2023-11-09,Fosforos,70,8
2023-11-09,Maquillaje,26,95
2023-11-09,Repelente de Insectos,36,55
2023-11-09,Vitaminas,50,125
2023-11-10,Lapices,225,15
2023-11-10,Tijeras,38,55
2023-11-10,Baterias,73,25
2023-11-10,Fosforos,37,8
2023-11-10,Condones,586,170
2023-11-10,Ambientador,93,65
2023-11-10,Vitaminas,44,125
2023-11-10,Mochilas,9,250
2023-11-10,Shampoo,231,100
2023-11-10,Desinfectante,115,45
